,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
280,22,Private,34918,College,13,Single,White-collar,Not-in-family,White,Female,0,0,15,Non-US,<50K
281,42,Govt,97688,Some-college,10,Married,Blue-collar,Husband,White,Male,5178,0,40,US,>50K
282,34,Private,175413,Some-college,12,Separated,Clerical/Sales,Unmarried,Black,Female,0,0,45,US,<50K
283,60,Private,173960,College,13,Separated,White-collar,Not-in-family,White,Female,0,0,42,US,<50K
284,21,Private,205759,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
285,57,Govt,425161,College,14,Married,Clerical/Sales,Husband,White,Male,15024,0,40,US,>50K
286,41,Private,220531,College,15,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
287,50,Private,176609,Some-college,10,Separated,Service/Manual,Not-in-family,White,Male,0,0,45,US,<50K
288,25,Private,371987,College,13,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
289,50,Private,193884,Middle-school,4,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
290,36,Private,200352,College,13,Married,White-collar,Husband,White,Male,0,0,45,US,<50K
291,31,Private,127595,High-school,9,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
292,29,Govt,220419,College,13,Single,Blue-collar,Not-in-family,White,Male,0,0,56,US,<50K
293,21,Private,231931,Some-college,10,Single,Clerical/Sales,Own-child,White,Male,0,0,45,US,<50K
294,27,Private,248402,College,13,Single,White-collar,Unmarried,Black,Female,0,0,40,US,<50K
295,65,Private,111095,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,16,US,<50K
296,37,Self_emp,57424,College,13,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,60,US,<50K
297,39,null,157443,College,14,Married,null,Wife,Asian-Pac-Islander,Female,3464,0,40,Non-US,<50K
298,24,Private,278130,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
299,38,Private,169469,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Male,0,0,80,US,<50K
300,48,Private,146268,College,13,Married,Clerical/Sales,Husband,White,Male,7688,0,40,US,>50K
301,21,Private,153718,Some-college,10,Single,Service/Manual,Not-in-family,Asian-Pac-Islander,Female,0,0,25,US,<50K
302,31,Private,217460,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,45,US,>50K
303,55,Private,238638,High-school,9,Married,Clerical/Sales,Husband,White,Male,4386,0,40,US,>50K
304,24,Private,303296,Some-college,10,Married,Clerical/Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Non-US,<50K
305,43,Private,173321,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
306,26,Private,193945,Some-college,12,Single,White-collar,Not-in-family,White,Male,0,0,45,US,<50K
307,46,Private,83082,Some-college,12,Single,White-collar,Not-in-family,White,Female,0,0,33,US,<50K
308,35,Private,193815,Some-college,12,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
309,41,Self_emp,34987,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,54,US,>50K
310,26,Private,59306,College,13,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
311,34,Private,142897,College,14,Married,White-collar,Husband,Asian-Pac-Islander,Male,7298,0,35,Non-US,>50K
312,19,null,860348,Some-college,10,Single,null,Own-child,Black,Female,0,0,25,US,<50K
313,36,Self_emp,205607,College,13,Separated,White-collar,Not-in-family,Black,Female,0,0,40,US,>50K
314,22,Private,199698,Some-college,10,Single,Clerical/Sales,Own-child,White,Male,0,0,15,US,<50K
315,24,Private,191954,Some-college,10,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
316,77,Self_emp,138714,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
317,22,Private,399087,Middle-school,3,Married,Blue-collar,Other-relative,White,Female,0,0,40,Non-US,<50K
318,29,Private,423158,Some-college,10,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
319,62,Private,159841,High-school,9,Separated,Service/Manual,Not-in-family,White,Female,0,0,24,US,<50K
320,39,Self_emp,174308,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
321,43,Private,50356,Some-college,10,Married,Blue-collar,Husband,White,Male,0,1485,50,US,<50K
322,35,Private,186110,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,45,US,<50K
323,29,Private,200381,High-school,7,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
324,76,Self_emp,174309,College,14,Married,Blue-collar,Husband,White,Male,0,0,10,US,<50K
325,63,Self_emp,78383,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,45,US,<50K
326,23,null,211601,Some-college,11,Single,null,Own-child,Black,Female,0,0,15,US,<50K
327,43,Private,187728,Some-college,10,Married,White-collar,Wife,White,Female,0,1887,50,US,>50K
328,58,Self_emp,321171,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
329,66,Private,127921,High-school,9,Single,Blue-collar,Not-in-family,White,Male,2050,0,55,US,<50K
330,41,Private,206565,Some-college,10,Single,Blue-collar,Not-in-family,Black,Male,0,0,45,US,<50K
331,26,Private,224563,College,13,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
332,47,Private,178686,Some-college,11,Single,Service/Manual,Not-in-family,White,Male,0,0,40,US,<50K
333,55,Govt,98545,High-school,6,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
334,53,Private,242606,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
335,17,Private,270942,Middle-school,3,Single,Service/Manual,Other-relative,White,Male,0,0,48,Non-US,<50K
336,30,Private,94235,High-school,9,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
337,49,Private,71195,College,14,Single,White-collar,Not-in-family,White,Male,0,0,60,US,<50K
338,19,Private,104112,High-school,9,Single,Clerical/Sales,Unmarried,Black,Male,0,0,30,Non-US,<50K
339,45,Private,261192,High-school,9,Married,Service/Manual,Husband,Black,Male,0,0,40,US,<50K
340,26,Private,94936,Some-college,12,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
341,38,Private,296478,Some-college,11,Married,Blue-collar,Husband,White,Male,7298,0,40,US,>50K
342,36,Govt,119272,High-school,9,Married,Blue-collar,Husband,White,Male,7298,0,40,US,>50K
343,33,Private,85043,High-school,9,Single,Service/Manual,Not-in-family,White,Male,0,0,20,US,<50K
344,22,Govt,293364,Some-college,10,Single,Blue-collar,Own-child,Black,Female,0,0,40,US,<50K
345,43,Self_emp,241895,College,13,Single,Clerical/Sales,Not-in-family,White,Male,0,0,42,US,<50K
346,67,null,36135,High-school,7,Married,null,Husband,White,Male,0,0,8,US,<50K
347,30,null,151989,Some-college,11,Separated,null,Unmarried,White,Female,0,0,40,US,<50K
348,56,Private,101128,Some-college,12,Married,Service/Manual,Not-in-family,White,Male,0,0,25,Non-US,<50K
349,31,Private,156464,College,13,Single,White-collar,Own-child,White,Male,0,0,25,US,<50K
350,33,Private,117963,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
351,26,Private,192262,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,40,US,<50K
352,33,Private,111363,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
353,46,Govt,329752,High-school,7,Married,Blue-collar,Husband,White,Male,0,0,30,US,<50K
354,59,null,372020,College,13,Married,null,Husband,White,Male,0,0,40,US,>50K
355,38,Govt,95432,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
356,65,Private,161400,High-school,7,Separated,Service/Manual,Unmarried,Other,Male,0,0,40,US,<50K
357,40,Private,96129,Some-college,11,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
358,42,Private,111949,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,35,US,<50K
359,26,Self_emp,117125,High-school,5,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
360,36,Private,348022,High-school,6,Married,Service/Manual,Wife,White,Female,0,0,24,US,<50K
361,62,Private,270092,College,14,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
362,43,Private,180609,College,13,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
363,43,Private,174575,College,13,Separated,White-collar,Not-in-family,White,Male,0,1564,45,US,>50K
364,22,Private,410439,High-school,9,Married,Clerical/Sales,Not-in-family,White,Male,0,0,55,US,<50K
365,28,Private,92262,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
366,56,Self_emp,183081,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,45,US,<50K
367,22,Private,362589,Some-college,12,Single,Clerical/Sales,Not-in-family,White,Female,0,0,15,US,<50K
368,57,Private,212448,College,13,Separated,White-collar,Not-in-family,White,Female,0,0,45,US,>50K
369,39,Private,481060,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
370,26,Govt,185885,Some-college,10,Single,Clerical/Sales,Unmarried,White,Female,0,0,15,US,<50K
371,17,Private,89821,High-school,7,Single,Service/Manual,Own-child,White,Male,0,0,10,US,<50K
372,40,Govt,184018,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,38,US,>50K
373,45,Private,256649,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,<50K
374,44,Private,160323,High-school,9,Single,Blue-collar,Not-in-family,Black,Male,0,0,40,US,<50K
375,20,Govt,350845,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,10,US,<50K
376,33,Private,267404,High-school,9,Married,Blue-collar,Wife,White,Female,0,0,40,US,<50K
377,23,Private,35633,Some-college,10,Single,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
378,46,Self_emp,80914,College,14,Separated,White-collar,Not-in-family,White,Male,0,0,30,US,<50K
379,38,Private,172927,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,50,US,<50K
380,54,Private,174319,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
381,46,Private,214955,Middle-school,3,Separated,Blue-collar,Not-in-family,White,Female,0,2339,45,US,<50K
382,25,Private,344991,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
383,46,Private,108699,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
384,36,Govt,117312,Some-college,10,Married,Blue-collar,Wife,White,Female,0,0,40,US,<50K
385,23,Private,396099,High-school,9,Single,Service/Manual,Not-in-family,White,Female,0,0,25,US,<50K
386,29,Private,134152,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
387,44,Private,162028,Some-college,10,Married,Clerical/Sales,Wife,White,Female,0,2415,6,US,>50K
388,19,Private,25429,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,16,US,<50K
389,19,Private,232392,High-school,9,Single,Service/Manual,Other-relative,White,Female,0,0,40,US,<50K
390,35,Private,220098,High-school,9,Married,Service/Manual,Wife,White,Female,0,0,40,US,>50K
391,27,Private,301302,College,13,Single,Blue-collar,Not-in-family,White,Male,0,0,50,US,<50K
392,46,Self_emp,277946,Some-college,12,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
393,34,Govt,98101,College,13,Married,White-collar,Husband,White,Male,7688,0,45,Non-US,>50K
394,34,Private,196164,High-school,9,Single,Service/Manual,Not-in-family,White,Female,0,0,35,US,<50K
395,44,Private,115562,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
396,45,Private,96975,Some-college,10,Separated,Blue-collar,Unmarried,White,Female,0,0,40,US,<50K
397,20,null,137300,High-school,9,Single,null,Other-relative,White,Female,0,0,35,US,<50K
398,25,Private,86872,College,13,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
399,52,Self_emp,132178,College,13,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
400,20,Private,416103,Some-college,10,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
401,28,Private,108574,Some-college,10,Single,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
402,50,Govt,288353,College,13,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
403,34,Private,227689,Some-college,11,Separated,White-collar,Not-in-family,White,Female,0,0,64,US,<50K
404,28,Private,166481,Middle-school,4,Married,Blue-collar,Husband,Other,Male,0,2179,40,Non-US,<50K
405,41,Private,445382,College,14,Married,White-collar,Husband,White,Male,0,1977,65,US,>50K
406,28,Private,110145,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
407,46,Self_emp,317253,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,25,US,<50K
408,28,null,123147,Some-college,10,Married,null,Wife,White,Female,0,1887,40,US,>50K
409,32,Private,364657,Some-college,10,Married,White-collar,Husband,White,Male,0,0,50,US,<50K
410,41,Govt,42346,Some-college,10,Separated,Service/Manual,Not-in-family,Black,Female,0,0,24,US,<50K
411,24,Private,241951,High-school,9,Single,Blue-collar,Unmarried,Black,Female,0,0,40,US,<50K
412,33,Private,118500,Some-college,10,Separated,White-collar,Unmarried,White,Female,0,0,40,US,<50K
413,46,Private,188386,College,16,Married,White-collar,Husband,White,Male,15024,0,60,US,>50K
414,31,Govt,1033222,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
415,35,Private,92440,High-school,8,Separated,Blue-collar,Not-in-family,White,Male,0,0,50,US,>50K
416,52,Private,190762,Lower-school,2,Married,Blue-collar,Husband,White,Male,0,0,40,Non-US,<50K
417,30,Private,426017,High-school,7,Single,Service/Manual,Own-child,White,Female,0,0,19,US,<50K
418,34,Govt,243867,High-school,7,Separated,Blue-collar,Not-in-family,Black,Male,0,0,40,US,<50K
419,34,Govt,240283,High-school,9,Separated,Blue-collar,Unmarried,White,Female,0,0,40,US,<50K
420,20,Private,61777,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,30,US,<50K
421,17,Private,175024,High-school,7,Single,Blue-collar,Own-child,White,Male,2176,0,18,US,<50K
422,32,Govt,92003,College,13,Married,White-collar,Wife,White,Female,0,0,40,US,>50K
423,29,Private,188401,High-school,9,Separated,Service/Manual,Not-in-family,White,Male,0,0,40,US,<50K
424,33,Private,228528,High-school,6,Single,Blue-collar,Unmarried,White,Female,0,0,35,US,<50K
425,25,Private,133373,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,60,US,<50K
426,36,Govt,255191,College,14,Single,White-collar,Not-in-family,White,Male,0,1408,40,US,<50K
427,23,Private,204653,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,72,Non-US,<50K
428,63,Self_emp,222289,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
429,47,Govt,287480,College,14,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
430,80,null,107762,High-school,9,Separated,null,Not-in-family,White,Male,0,0,24,US,<50K
431,17,null,202521,High-school,7,Single,null,Own-child,White,Male,0,0,40,US,<50K
432,40,Self_emp,204116,College,13,Married,White-collar,Not-in-family,White,Female,2174,0,40,US,<50K
433,30,Private,29662,Some-college,12,Married,Service/Manual,Wife,White,Female,0,0,25,US,>50K
434,27,Private,116358,Some-college,10,Single,Blue-collar,Own-child,Asian-Pac-Islander,Male,0,1980,40,Non-US,<50K
435,33,Private,208405,College,14,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
436,34,Govt,284843,High-school,9,Single,Service/Manual,Not-in-family,Black,Male,594,0,60,US,<50K
437,34,Govt,117018,Some-college,10,Single,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
438,23,Private,81281,Some-college,10,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
439,42,Govt,340148,Some-college,10,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,<50K
440,29,Private,363425,College,13,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
441,45,Private,45857,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,28,US,<50K
442,24,Govt,191073,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
443,44,Private,116632,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
444,27,Private,405855,High-school,5,Single,Blue-collar,Other-relative,White,Male,0,0,40,Non-US,<50K
445,20,Private,298227,Some-college,10,Single,Clerical/Sales,Not-in-family,White,Male,0,0,35,US,<50K
446,44,Private,290521,High-school,9,Separated,White-collar,Unmarried,Black,Female,0,0,40,US,<50K
447,51,Private,56915,High-school,9,Married,Blue-collar,Husband,Amer-Indian-Eskimo,Male,0,0,40,US,<50K
448,20,Private,146538,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
449,17,null,258872,High-school,7,Single,null,Own-child,White,Female,0,0,5,US,<50K
450,19,Private,206399,High-school,9,Single,Blue-collar,Own-child,Black,Female,0,0,40,US,<50K
451,45,Self_emp,197332,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,55,US,>50K
452,60,Private,245062,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
453,42,Private,197583,Some-college,12,Married,White-collar,Husband,Black,Male,0,0,40,Non-US,>50K
454,44,Self_emp,234885,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,>50K
455,40,Private,72887,Some-college,11,Married,Blue-collar,Husband,Asian-Pac-Islander,Male,0,0,40,US,>50K
456,30,Private,180374,High-school,9,Married,White-collar,Wife,White,Female,0,0,40,US,<50K
457,38,Private,351299,Some-college,10,Married,Blue-collar,Husband,Black,Male,0,0,50,US,<50K
458,23,Private,54012,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,60,US,<50K
459,32,null,115745,Some-college,10,Married,null,Husband,White,Male,0,0,40,US,<50K
460,44,Private,116632,Some-college,12,Single,Service/Manual,Own-child,White,Male,0,0,40,US,<50K
461,54,Govt,288825,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,<50K
462,32,Private,132601,College,13,Married,White-collar,Husband,White,Male,0,0,50,US,<50K
463,50,Private,193374,Lower-school,2,Married,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
464,24,Private,170070,College,13,Single,White-collar,Not-in-family,White,Female,0,0,20,US,<50K
465,37,Private,126708,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,60,US,<50K
466,52,Private,35598,High-school,9,Separated,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
467,38,Private,33983,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
468,49,Private,192776,College,14,Married,White-collar,Husband,White,Male,0,1977,45,US,>50K
469,30,Private,118551,College,13,Married,White-collar,Wife,White,Female,0,0,16,US,>50K
470,60,Private,201965,Some-college,10,Single,White-collar,Unmarried,White,Male,0,0,40,US,>50K
471,22,null,139883,Some-college,10,Single,null,Own-child,White,Male,0,0,40,US,<50K
472,35,Private,285020,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
473,30,Private,303990,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,60,US,<50K
474,67,Private,49401,Some-college,11,Separated,Service/Manual,Not-in-family,White,Female,0,0,24,US,<50K
475,46,Private,279196,College,13,Single,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
